,origin,timestamp,tickLower,tickUpper,amount,amount0,amount1,transaction.blockNumber
65,0x4603180bbb8221157880afaa84638e0fc467738d,1653931740,200660,200670,1181671232659808183028,18296585.996498,3967.457827533649082958,14873843
66,0x507012802f2d73f487c0b86bf4d6552e82f00946,1653931616,193380,200310,0,0,0,14873828
67,0x89fcb042d49e520b7bf1294bbd26f065b4531b99,1653930302,199640,204010,10879537331402702,71342.245424,13.553902078247366853,14873753
68,0xf6d6d636ee707aa995c8b19c5c77792d13f9f9a4,1653929649,200730,201830,1605053602145349,3761.526321,0,14873711
69,0xf6d6d636ee707aa995c8b19c5c77792d13f9f9a4,1653929633,200730,201830,0,0,0,14873708
70,0x8128f2c41d8b835be2706d529d1f9c64e35a125f,1653929557,200310,207240,8305873513413,101.512612,0.003704625367006337,14873697
71,0x02b20e089eb8df85248fede288c4acf140dcc831,1653929167,200700,200800,875190297592656,134.869418,0.029451316514344678,14873669
72,0x3f8b091455efdc07292b83ce5152a56b608bbe31,1653925478,199130,203190,6956435361076156,34443.008384,12.637821270734593779,14873405
73,0x3f8b091455efdc07292b83ce5152a56b608bbe31,1653925424,198700,203880,7481016566880730,46861.254335,16.946448721066528095,14873399
74,0x243e6ff6fe2316ee225accf8b456c1134cc8fb2e,1653923435,200840,201090,101660656631640297,54999.999999,0,14873241
75,0x509984bfc0fb24e2d1377cfec224d3afec4c341e,1653921664,200310,201360,112931818975860600,135247.629076,63.061508135336370109,14873120
76,0xeec534a341335588219b096c20fa256b4c2b46d9,1653920849,197300,202810,0,0,0,14873051
77,0xcaf4bd0a6705503865be24c8f9106fdffca6303a,1653920676,200630,201170,180057286389190108,168951.443795,21.875207109362824651,14873037
78,0x62826f58c3c24d1ea6191da96264608168f9234b,1653920627,200730,201020,492062428189999560,303291.022128,3.603898330938307336,14873035
79,0x7420cc223e132bb04adc64db001314ab15439cb2,1653920244,200680,202000,114726820297098399,298419.987095,12.129855628379409332,14873002
80,0x509984bfc0fb24e2d1377cfec224d3afec4c341e,1653920164,200340,207240,60784945590336257,732486.316315,30.509065799055744908,14872995
81,0x16a7c3c15df7ad6a8f1b4c33420ca57c156c67cc,1653919165,200820,202240,44695387314407585,127975.468166,2.94068617905898273,14872912
82,0x0950541696888bcfac9af6a5c479871d3e583cac,1653916977,200580,201040,0,0,0,14872751
83,0x0950541696888bcfac9af6a5c479871d3e583cac,1653916977,200580,201040,838279575626478436,191541.463216,339.530223969274037037,14872751
84,0x7d25ca07ffd21f04775ce8d99aaaff8410e8b2f4,1653915297,200800,201850,46310974842812952,96023.194672,3.868789734088723552,14872640
85,0xffe7729b1eab35aa37c4486c8fc9f576d4cc1603,1653913916,-887270,887270,3903467311,0.169124,0.00009009365243332,14872551
86,0x042523db4f3effc33d2742022b2490258494f8b3,1653913230,200770,200780,1660223930375580193223,193240.154785,18895.117445731266592931,14872491
87,0xeca2e2d894d19778939bd4dfc34d2a3c45e96456,1653912650,200810,200820,1657360412181932160289,107056.279129,18945.251247201196501206,14872451
88,0x4ec6b6f9bcdda4432cc134779b62bf8770d925b2,1653912076,201200,202240,20761422369894578,44999.999999,0,14872419
89,0xde64f98baece7282973ce8d67cd73455d4748673,1653911072,200560,202230,0,0,0,14872349
90,0xb7a4f6cdc69e01333cb18c39777275e1e5906d69,1653910764,198280,201940,24710929299522877,59213.453217,67.310242226349777883,14872334
91,0xc04617e2f25360e44d8796f1ab222df40979ab66,1653910644,199300,202540,7014014644521318,25338.056215,11.699663134446609147,14872328
92,0x1c8f6a5f009e051cab9c3851ca2da2c936b2775a,1653909353,200840,200850,1673737275823302186076,7178300.621407,15430.682977198416229131,14872256
93,0xfe107523a9c4814ec70c2fbffbca82e531d96d11,1653908762,-887270,887270,2101520485,0.091412,0.000048312864977449,14872210
94,0x2886ca3e09863f795b273d074850b0b07afe222a,1653908762,-887270,887270,24031213356,1.045313,0.000552465119612056,14872210
95,0x11c25599461c850f7720dd562e9be0a9eb6e99aa,1653908762,-887270,887270,3002493898,0.130602,0.000069025776015545,14872210
96,0x38b02f720416d170ab5f83ee4990402820a69019,1653908762,-887270,887270,27035959688,1.176014,0.000621542677915944,14872210
97,0x6cbc8648f79f76e9301ff12b96c429cacd2ee776,1653908541,-887270,887270,3603893651,0.156764,0.00008285050257163,14872192
98,0xd3d0e2141c998e64c1c7e2435064bb9785e8db24,1653908541,-887270,887270,2702920238,0.117573,0.000062137876922975,14872192
99,0x14ded26106859aacfe0b658f4c101b13dded952b,1653908541,-887270,887270,5106266817,0.222116,0.000117388805836681,14872192
0,0xe18a59a244e6137851ca8b0ecf57456183120907,1653908214,200700,200930,212069233926644835,30524.055285,39.739213674361598878,14872159
1,0x0b5a6a15b975fd35f0b301748c8dabd35b50d8c5,1653908008,201040,202230,203791060051621032,507592.211716,0,14872148
2,0x93f635372008b7c5d770aaa6ff313454c8dc498c,1653907346,200850,200860,1535609704527371253305,5200435.371883,14894.266634215830364798,14872103
3,0x4603180bbb8221157880afaa84638e0fc467738d,1653906459,200830,200840,1230640537383071674078,144155.529015,14047.370451101252267194,14872051
4,0x2da054af93d06dc140ef84403a67ae7cea89df1c,1653901419,201360,201580,1918448339489865393,890587.376127,0,14871683
5,0x88486a859ec4abef009a7885ab1e58e41419fe67,1653900531,200710,201230,49324518214667136,45167.841834,5.398295172074840482,14871637
6,0x2099b0c2cf9a8f5660a0da1b2839b77e3058c0a9,1653900216,201340,201490,261378032819416,82.957788,0,14871617
7,0x5ddddb88bbed0bd6a38e985853388a759bbfb62d,1653898121,200720,202160,5452887878599698,15626.891662,0.507477878451296747,14871484
8,0x8b933287f1f4a7ece2242621eee268ade3fd3c68,1653898063,200060,202860,0,0,0,14871479
9,0x27f18241002c0d4899c08c76778dbb2229273dd5,1653898055,200820,201930,3761119793116166,8852.383667,0,14871476
10,0x8b933287f1f4a7ece2242621eee268ade3fd3c68,1653897885,191050,221110,671984166396602,18719.673481,5.93224575621230041,14871465
11,0x065e3dbafcb2c26a978720f9eb4bce6ad9d644a1,1653897780,200770,200780,1423178940044553222221,289690.224068,16132.296411749316379779,14871460
12,0x62826f58c3c24d1ea6191da96264608168f9234b,1653897491,201360,201670,418400333345585755,273075.353642,0,14871436
13,0xff82bf5238637b7e5e345888bab9cd99f5ebe331,1653897079,200800,200810,982723725100014245645,21261150.209275,92.551497951188104365,14871401
14,0xff82bf5238637b7e5e345888bab9cd99f5ebe331,1653895817,200810,200820,1974897111295588287602,13921339.706184,15319.329510955266815874,14871316
15,0xcbb3f29820bb5164a238f10374e07e0e6fc0acd5,1653895765,201250,201810,5127124274106341,6040.526502,0,14871311
16,0xcbb3f29820bb5164a238f10374e07e0e6fc0acd5,1653895661,201250,201810,0,0,0,14871303
17,0xbbbe65bfe1346f39f893b5b701269d39a148a92f,1653895269,199350,202710,0,0,0,14871267
